agno,clues,clave_institucion,clave_municipio,lat,long,distancia,tiempo_translado,nombre_de_la_unidad,total_de_consultorios,total_camas_area_hospitalizacion,total_camas_en_otras_areas_no_hosp,total_medicos_generales_y_especialistas,total_de_enfermeras_en_contacto_con_el_paciente
2023,ASIMS000086,IMS,002,22.227,-102.323,0,0,UMF 5 ASIENTOS,0,0,0,0,0
2023,ASIMS000091,IMS,003,21.8476,-102.714,0,0,UMF 4 CALVILLO,0,0,0,0,0
2023,ASIMS000103,IMS,005,21.9555,-102.338,0,0,UMF 6 JESÚS MARÍA,0,0,0,0,0
2023,ASIMS000115,IMS,006,22.139,-102.278,0,0,UMF 3 PABELLON ARTEAGA,0,0,0,0,0
2023,ASIMS000120,IMS,007,22.2283,-102.32,0,0,UMF 2 RINCON DE ROMOS,0,0,0,0,0
2023,ASIMS000132,IMS,001,21.8808,-102.296,0,0,CSS AGUASCALIENTES,0,0,0,0,0
2023,ASIMS000144,IMS,001,21.8572458,-102.2574583,0,0,UMF 11,0,0,0,0,0
2023,ASIMS000154,IMS,001,21.9002,-102.293,0,0,UMAA AGUASCALIENTES,0,0,0,0,0
2023,ASIMS000161,IMS,005,21.9567772,-102.308622,0,0,HOSPITAL GENERAL DE ZONA NO. 3,0,0,0,0,0
2023,ASIMS000173,IMS,001,21.938208,-102.260923,0,0,UNIDAD DE MEDICINA FAMILIAR NO.12 VILLA DE NUESTRA SEÑORA DE LA ASUNCIÓN.,0,0,0,0,0
2023,ASIMS000185,IMS,001,21.835575,-102.284527,0,0,ALMACÉN DELEGACIONAL EN AGUASCALIENTES,0,0,0,0,0
2023,ASIMS000190,IMS,001,21.884277,-102.273255,0,0,ÓRGANO DE OPERACIÓN ADMINISTRATIVA DESCONCENTRADA  REGIONAL AGUASCALIENTES,0,0,0,0,0
2023,ASIST000016,IST,001,21.901974,-102.307437,0,0,HG AGUASCALIENTES,0,0,0,0,0
2023,ASIST000021,IST,001,21.9014,-102.308,0,0,CMF AGUASCALIENTES,0,0,0,0,0
2023,ASIST000033,IST,006,22.1404,-102.278,0,0,UMF PABELLÓN DE ARTEAGA,0,0,0,0,0
2023,ASIST000045,IST,007,22.2292,-102.314,0,0,UMF RINCÓN DE ROMOS,0,0,0,0,0
2023,ASIST000050,IST,003,21.8457,-102.733,0,0,UMF CALVILLO,0,0,0,0,0
2023,ASIST000062,IST,001,21.888,-102.253,0,0,CMF OJOCALIENTE,0,0,0,0,0
2023,ASIST000074,IST,002,22.0885,-102.074,0,0,UMF VILLA JUÁREZ,0,0,0,0,0
2023,ASIST000086,IST,001,21.8808,-102.296,0,0,UNIDAD DE MEDICINA FAMILIAR OJO DE AGUA,0,0,0,0,0
2023,ASIST000091,IST,001,21.8808,-102.296,0,0,UNIDAD DE MEDICINA FAMILIAR LAZARO CARDENAS,0,0,0,0,0
2023,ASIST000103,IST,008,22.1506,-102.416,0,0,CAF SAN JOSÉ DE GRACIA,0,0,0,0,0
2023,ASIST000115,IST,004,22.366425,-102.300649,0,0,CAF COSIO,0,0,0,0,0
2023,ASIST000120,IST,010,21.9196,-101.964,0,0,CAF PALO ALTO,0,0,0,0,0
2023,ASIST000131,IST,011,22.0978,-102.2389,0,0,CAF SAN FRANCISCO DE LOS ROMO,0,0,0,0,0
2023,ASIST000144,IST,001,21.8715354,-102.3017659,0,0,REPRESENTACIÓN ESTATAL DEL ISSSTE EN AGUASCALIENTES,0,0,0,0,0
2023,ASSCT000014,SCT,001,21.8808,-102.296,0,0,UNIDAD DE PROTECCIÓN Y MEDICINA PREVENTIVA EN EL TRANSPORTE AGUASCALIENTES,0,0,0,0,0
2023,ASSDN000046,SDN,001,21.901229,-102.26707,0,0,4/O. REGIMIENTO MECANIZADO,0,0,0,0,0
2023,ASSMP000016,SMP,001,21.882726,-102.2845039,0,0,TORRE MEDICA SANTA MARÍA,0,0,0,0,0
2023,ASSMP000021,SMP,001,21.8825544,-102.3065315,0,0,CENTRO HOSPITALARIO AGUASCALIENTES,0,0,0,0,0
2023,ASSMP000033,SMP,001,21.8637964,-102.2980712,0,0,"CENTRO HOSPITALARIO MAC, S. A. DE C. V.",0,0,0,0,0
2023,ASSMP000045,SMP,001,21.8824598,-102.3053279,0,0,PRESTADORA DE SERVICIOS QUIRÚRGICOS DE AGUASCALIENTES S. DE R.L. DE C.V.,0,0,0,0,0
2023,ASSMP000050,SMP,001,21.8557184,-102.3181106,0,0,CLÍNICA Y MATERNIDAD SANTA FE DE AGUASCALIENTES,0,0,0,0,0
2023,ASSMP000062,SMP,001,21.8885252,-102.3060165,0,0,CENTRO MÉDICO LA MORA S.A DE C.V.,0,0,0,0,0
2023,ASSMP000074,SMP,001,21.859942,-102.277068,0,0,CLÍNICA Y MATERNIDAD CASA BLANCA,0,0,0,0,0
2023,ASSMP000086,SMP,001,21.852399,-102.300972,0,0,MEDICA SAN JUAN HOSPITAL DE ESPECIALIDADES,0,0,0,0,0
2023,ASSMP000091,SMP,001,21.870156,-102.29656,0,0,"PROMOTORA MÉDICA AGUASCALIENTES, S.A. DE C.V.",0,0,0,0,0
2023,ASSMP000103,SMP,001,21.867544,-102.283808,0,0,SOCIEDADES MEDICAS LA SALUD,0,0,0,0,0
2023,ASSMP000115,SMP,001,21.863429,-102.303245,0,0,BIOMATERNA CLÍNICA GINECOOBSTETRA,0,0,0,0,0
2023,ASSMP000120,SMP,001,21.897583,-102.304686,0,0,STAR MÉDICA,0,0,0,0,0
2023,ASSMP000132,SMP,001,21.903586,-102.267413,0,0,UDIMEPES S.A. DE C.V.,0,0,0,0,0
2023,ASSMP000144,SMP,001,21.861592,-102.302983,0,0,CENTRO DE CIRUGÍA AMBULATORIA MEDISUR,0,0,0,0,0
2023,ASSMP000156,SMP,007,22.235164,-102.316833,0,0,CLÍNICA Y HOSPITAL VIRGEN DEL CARMEN S.A. DE C.V.,0,0,0,0,0
2023,ASSMP000161,SMP,007,22.228621,-102.317039,0,0,SERVICIOS MÉDICOS INTEGRADOS,0,0,0,0,0
2023,ASSMP000173,SMP,003,21.848046,-102.703323,0,0,CLÍNICA SANTA ELENA DEL VALLE DE HUEJUCAR,0,0,0,0,0
2023,ASSMP000185,SMP,001,21.8808,-102.296,0,0,INOVA VISIÓN QUIRÚRGICA S.C,0,0,0,0,0
2023,ASSMP000190,SMP,001,21.8808,-102.296,0,0,CONSULTORIO DE MEDICINA FAMILIAR: DRA. MA. DEL ROSARIO HERMOSILLO ROMO,0,0,0,0,0
2023,ASSMP000202,SMP,001,21.8808,-102.296,0,0,"PATRONATO BANCO DE OJOS Y TEJIDOS DE AGUASCALIENTES, A.C.",0,0,0,0,0
2023,ASSMP000214,SMP,001,21.9263,-102.318,0,0,SERVICIOS INTEGRALES DEL DIAGNÓSTICO S.A. DE C.V.,0,0,0,0,0
2023,ASSMP000226,SMP,001,21.883265,-102.288314,0,0,CLINICA RANDOLPH S.C.,0,0,0,0,0
2023,ASSMP000231,SMP,001,21.9081,-102.29,0,0,CHC COMPETENCIAS LABORALES S.C (CONSULTORIO MÉDICO DENTRO DEL ESTABLECIMIENTO),0,0,0,0,0
2023,ASSMP000260,SMP,001,21.890925,-102.277093,0,0,CENTRO DE REHABILITACIÓN E INCLUSIÓN INFANTIL TELETÓN AGUASCALIENTES,0,0,0,0,0
2023,ASSMP000275,SMP,001,21.8688444,-102.3026917,0,0,CENTRO DE CIRUGIA AMBULATORIA DE AGUASCALIENTES S.C.,0,0,0,0,0
2023,ASSMP000293,SMP,001,21.870078,-102.296681,0,0,FRESENIUS MEDICAL CARE DE MEXICO S.A. DE C.V. (CLINICA AGUASCALIENTES II),0,0,0,0,0
2023,ASSMP000304,SMP,001,21.8728,-102.271,0,0,FARMACIAS BENAVIDES,0,0,0,0,0
2023,ASSMP000313,SMP,001,21.8604,-102.2697,0,0,FARMACIAS BENAVIDES,0,0,0,0,0
2023,ASSMP000322,SMP,001,21.8952,-102.3113,0,0,FARMACIAS BENAVIDES,0,0,0,0,0
2023,ASSMP000331,SMP,001,21.845,-102.3019,0,0,FARMACIAS BENAVIDES,0,0,0,0,0
2023,ASSMP000340,SMP,001,21.8939,-102.2531,0,0,FARMACIAS BENAVIDES,0,0,0,0,0
2023,ASSMP000355,SMP,001,21.8731,-102.2453,0,0,FARMACIAS BENAVIDES,0,0,0,0,0
2023,ASSMP000364,SMP,001,21.8594,-102.2585,0,0,FARMACIAS BENAVIDES,0,0,0,0,0
2023,ASSMP000373,SMP,001,21.8501,-102.2501,0,0,FARMACIAS BENAVIDES,0,0,0,0,0
2023,ASSMP000382,SMP,001,21.9307,-102.2595,0,0,FARMACIAS BENAVIDES,0,0,0,0,0
2023,ASSMP000391,SMP,001,21.881,-102.2359,0,0,FARMACIAS BENAVIDES,0,0,0,0,0
2023,ASSMP000400,SMP,001,21.8709,-102.2514,0,0,FARMACIAS BENAVIDES,0,0,0,0,0
2023,ASSMP000415,SMP,001,21.884,-102.2979,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000424,SMP,001,21.88259,-102.29789,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000433,SMP,001,21.88563,-102.29748,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000442,SMP,001,21.878704,-102.283063,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000451,SMP,001,21.88267,-102.29491,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000460,SMP,001,21.88267,-102.29491,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000475,SMP,001,21.89627,-102.30913,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000484,SMP,001,21.892239,-102.305129,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000493,SMP,001,21.88531,-102.3123,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000502,SMP,001,21.87964,-102.31786,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000511,SMP,001,21.879772,-102.304872,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000520,SMP,001,21.84522,-102.30275,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000535,SMP,001,21.84986,-102.30241,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000544,SMP,001,21.85188,-102.31073,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000553,SMP,001,21.85774,-102.26931,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000562,SMP,001,21.84984,-102.25235,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000571,SMP,001,21.93433,-102.29765,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000580,SMP,001,21.929236,-102.283412,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000595,SMP,001,21.932359,-102.261682,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000604,SMP,001,21.9299,-102.25761,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000613,SMP,001,21.914659,-102.292382,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000622,SMP,001,21.902104,-102.281231,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000631,SMP,001,21.90257,-102.25203,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000640,SMP,001,21.88979,-102.27378,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000655,SMP,001,21.88605,-102.2555,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000664,SMP,001,21.88605,-102.2555,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000673,SMP,001,21.888614,-102.246872,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000682,SMP,001,21.8675,-102.235952,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000691,SMP,001,21.8705,-102.244383,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000700,SMP,001,21.85355,-102.31766,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000715,SMP,001,21.85266,-102.32111,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000724,SMP,001,21.86727,-102.31267,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000733,SMP,001,21.84876,-102.29375,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000742,SMP,003,21.99405,-102.29292,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000751,SMP,005,21.96153,-102.34314,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000760,SMP,005,21.96153,-102.34314,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000775,SMP,005,31.89227,-116.69438,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000784,SMP,006,31.78366,-116.59115,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000793,SMP,006,31.78366,-116.59115,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000802,SMP,007,31.78301,-116.6001,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000811,SMP,007,31.77444,-116.57316,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000820,SMP,011,31.7207,-116.57311,0,0,FARMACIAS SIMILARES,0,0,0,0,0
2023,ASSMP000835,SMP,001,21.9262,-102.2667,0,0,FARMACIA SORIANA MERCADO SUC.192 LA ASUNCION,0,0,0,0,0
2023,ASSMP000844,SMP,001,21.8804,-102.2604,0,0,FARMACIA SORIANA HÍPER SUC.663 ESPACIO AGUASCALIENTES,0,0,0,0,0
2023,ASSMP000851,SMP,001,21.8634,-102.2984,0,0,CORPORACION ONCOLOGICA MEXICO AMERICANA S.A. DE C.V.,0,0,0,0,0
2023,ASSMP000861,SMP,001,21.867098,-102.2964659,0,0,"CENTRO DE ADIESTRAMIENTO PROFESIONAL PARA CONDUCTORES DEL AUTOTRANSPORTE, S.C.",0,0,0,0,0
2023,ASSMP000873,SMP,001,21.858407,-102.292299,0,0,"FARMACIAS BENAVIDES, N162 JARDINES DE AGUASCALIENTES",0,0,0,0,0
2023,ASSMP000885,SMP,001,21.8861443,-102.3038449,0,0,"FARMACIAS BENAVIDES, N162 JARDINES DE AGUASCALIENTES",0,0,0,0,0
2023,ASSMP000890,SMP,001,21.8674197,-102.2862463,0,0,CLINICA Y MATERNIDAD ASUNCION S.A. DE C.V.,0,0,0,0,0
2023,ASSMP000902,SMP,001,21.8640246,-102.2958534,0,0,TRANS-MEDICA,0,0,0,0,0
2023,ASSMP000914,SMP,001,21.8655,-102.28915,0,0,MEDICA JARDINES,0,0,0,0,0
2023,ASSMP000926,SMP,001,21.9008,-102.2985,0,0,CLINICA DE SALUD INTEGRAL AL TRANSPORTISTA SAN CRISTOBAL S. C.,0,0,0,0,0
2023,ASSMP000931,SMP,001,21.86609,-102.29762,0,0,CIRUGÍA MAYOR AMBULATORIA LA CENTRAL,0,0,0,0,0
2023,ASSMP000943,SMP,001,21.92424,-102.31578,0,0,CENTRO DE CIRUGIA AMBULATORIA MÉDICA NORTE SC,0,0,0,0,0
2023,ASSMP000960,SMP,001,21.88231,-102.282025,0,0,SOM HEROE DE NACOZARI,0,0,0,0,0
2023,ASSMP000972,SMP,001,21.926874,-102.284024,0,0,SOM CONSTITUCION,0,0,0,0,0
2023,ASSMP000984,SMP,001,21.898647,-102.317396,0,0,SOM SAN IGANACIO,0,0,0,0,0
2023,ASSMP000996,SMP,001,21.87401,-102.311501,0,0,SOM CHABACANO,0,0,0,0,0
2023,ASSMP001001,SMP,001,21.859197,-102.298721,0,0,SOM PASEO DE LA ASUNCION,0,0,0,0,0
2023,ASSMP001013,SMP,001,21.896191,-102.277968,0,0,SOM MENDEL,0,0,0,0,0
2023,ASSMP001025,SMP,001,21.882135,-102.258785,0,0,SOM BOMBEROS,0,0,0,0,0
2023,ASSMP001030,SMP,001,21.9072576,-102.2966244,0,0,SOM CANAL INTERCEPTOR,0,0,0,0,0
2023,ASSMP001042,SMP,001,21.88246,-102.29826,0,0,SALUD DIGNA A.C.,0,0,0,0,0
2023,ASSMP001054,SMP,001,21.864844,-102.3105491,0,0,SOM AGOSTADERO,0,0,0,0,0
2023,ASSMP001066,SMP,001,21.9016158,-102.3066578,0,0,SALUD DIGNA A. C.,0,0,0,0,0
2023,ASSMP001071,SMP,001,21.862564,-102.284323,0,0,CASILLAS CIRUGÍA AMBULATORIA,0,0,0,0,0
2023,ASSMP001083,SMP,001,21.924278,-102.316451,0,0,CENTRO HOSPITALARIO MAC S. A. DE C. V. ,0,0,0,0,0
2023,ASSMP001095,SMP,001,21.8761247,-102.3180349,0,0,SOM DEL VALLE,0,0,0,0,0
2023,ASSMP001100,SMP,001,21.8659627,-102.2957816,0,0,SOM CLINICA,0,0,0,0,0
2023,ASSMP001112,SMP,001,21.924469,-102.298751,0,0,MEDICAL HIDROCÁLIDA S. A. DE C. V.,0,0,0,0,0
2023,ASSMP001124,SMP,006,22.148831,-102.279116,0,0,"HOSPITAL SAN GERONIMO EMILIANI, S. DE R. L. DE C. V.",0,0,0,0,0
2023,ASSMP001136,SMP,005,21.95123,-102.32665,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001141,SMP,002,22.093379,-102.070836,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001153,SMP,001,21.843922,-102.2527,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001165,SMP,001,21.935407,-102.323714,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001170,SMP,001,21.93697,-102.262324,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001182,SMP,001,21.870439,-102.302261,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001194,SMP,011,21.960037,-102.2713,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001206,SMP,001,21.865388,-102.290027,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001211,SMP,001,21.800443,-102.274364,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001223,SMP,011,21.956713,-102.254341,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001235,SMP,001,21.905108,-102.296358,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001240,SMP,005,21.96663,-102.293668,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001252,SMP,001,21.9232,-102.3371,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001264,SMP,001,21.915225,-102.249958,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001276,SMP,001,21.833267,-102.293765,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001281,SMP,001,21.808406,-102.292392,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001293,SMP,001,21.866187,-102.298007,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001305,SMP,001,21.823498,-102.273359,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001310,SMP,009,22.227801,-102.251441,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001322,SMP,001,21.878785,-102.295055,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001334,SMP,001,21.92952,-102.253014,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001346,SMP,001,21.844856,-102.25922,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001351,SMP,001,21.91152,-102.24272,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001363,SMP,001,21.903375,-102.267699,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001375,SMP,001,21.858222,-102.314278,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001380,SMP,001,21.87306,-102.267946,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001392,SMP,001,21.884545,-102.23359,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001404,SMP,006,22.14752,-102.27977,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001416,SMP,001,21.85248,-102.256041,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001421,SMP,001,21.87997,-102.24701,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001433,SMP,001,21.922143,-102.276788,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001445,SMP,001,21.9045,-102.24615,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001450,SMP,001,21.859163,-102.245478,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001462,SMP,001,21.884823,-102.295849,0,0,FUNDACION BEST A.C.,0,0,0,0,0
2023,ASSMP001474,SMP,001,21.924209,-102.306503,0,0,"GENOMED.DX, S. A. S. DE C. V.",0,0,0,0,0
2023,ASSMP001486,SMP,001,21.866768,-102.297519,0,0,"HERMI DESARROLLADORA MEDICA, S. A. DE C. V.",0,0,0,0,0
2023,ASSSA000013,SSA,001,21.8575,-102.254,0,0,CENTRO ESTATAL DE SALUD MENTAL FAMILIAR AGUA CLARA,0,0,0,0,0
2023,ASSSA000025,SSA,001,21.875724,-102.296401,0,0,CENTENARIO HOSPITAL MIGUEL HIDALGO,0,0,0,0,0
2023,ASSSA000030,SSA,001,21.8557,-102.2555,0,0,HOSPITAL GENERAL TERCER MILENIO,0,0,0,0,0
2023,ASSSA000042,SSA,001,21.8566,-102.2532,0,0,HOSPITAL DE LA MUJER,0,0,0,0,0
2023,ASSSA000054,SSA,001,21.8385,-102.3556,0,0,HOSPITAL DE PSIQUIATRÍA DR. GUSTAVO LEÓN MOJICA GARCÍA,0,0,0,0,0
2023,ASSSA000066,SSA,001,21.8857,-102.2212,0,0,CENTRO DE SALUD URBANO NORIAS DE OJOCALIENTE,0,0,0,0,0
2023,ASSSA000071,SSA,001,21.8989,-102.2908,0,0,CENTRO DE SALUD URBANO GREMIAL,0,0,0,0,0
2023,ASSSA000083,SSA,001,21.9046,-102.2679,0,0,CENTRO DE SALUD URBANO PROGRESO,0,0,0,0,0
2023,ASSSA000095,SSA,001,21.9305,-102.2834,0,0,CENTRO DE SALUD URBANO CONSTITUCIÓN,0,0,0,0,0
2023,ASSSA000100,SSA,001,21.8693,-102.2697,0,0,CENTRO DE SALUD URBANO GÓMEZ PORTUGAL,0,0,0,0,0
2023,ASSSA000112,SSA,001,21.8505,-102.3098,0,0,CENTRO DE SALUD URBANO INSURGENTES,0,0,0,0,0
2023,ASSSA000124,SSA,001,21.8555,-102.3176,0,0,CENTRO DE SALUD URBANO LICENCIADO JOSÉ LÓPEZ PORTILLO,0,0,0,0,0
2023,ASSSA000136,SSA,001,21.8735,-102.2798,0,0,CENTRO DE SALUD URBANO LA SALUD,0,0,0,0,0
2023,ASSSA000141,SSA,001,21.8794,-102.3154,0,0,CENTRO DE SALUD URBANO SAN MARCOS,0,0,0,0,0
2023,ASSSA000153,SSA,001,21.8844,-102.2576,0,0,CENTRO DE SALUD URBANO OJOCALIENTE,0,0,0,0,0
2023,ASSSA000165,SSA,001,21.8559,-102.255,0,0,CENTRO DE SALUD URBANO MORELOS,0,0,0,0,0
2023,ASSSA000170,SSA,001,21.9,-102.302,0,0,CENTRO DE SALUD URBANO ARBOLEDAS,0,0,0,0,0
2023,ASSSA000182,SSA,001,21.9079,-102.2575,0,0,CENTRO DE SALUD URBANO LAS CUMBRES,0,0,0,0,0
2023,ASSSA000194,SSA,001,21.8013,-102.2739,0,0,CENTRO DE SALUD RURAL LOS ARELLANO,0,0,0,0,0
2023,ASSSA000206,SSA,001,21.7833,-102.466,0,0,CENTRO DE SALUD RURAL LOS CAÑOS,0,0,0,0,0
2023,ASSSA000211,SSA,001,21.9042,-102.1666,0,0,CENTRO DE SALUD RURAL EL COLORADO,0,0,0,0,0
2023,ASSSA000223,SSA,001,21.7584053,-102.1716622,0,0,CENTRO DE SALUD RURAL LOS CUERVOS,0,0,0,0,0
2023,ASSSA000235,SSA,001,22.0005,-102.2012,0,0,CENTRO DE SALUD URBANO JOSÉ MARÍA MORELOS,0,0,0,0,0
2023,ASSSA000240,SSA,001,21.7229669,-102.2763692,0,0,CENTRO DE SALUD RURAL PEÑUELAS,0,0,0,0,0
2023,ASSSA000252,SSA,001,21.7575,-102.3712,0,0,CENTRO DE SALUD RURAL SALTO DE LOS SALADO,0,0,0,0,0
2023,ASSSA000264,SSA,001,21.891,-102.3386,0,0,CENTRO DE SALUD RURAL SAN IGNACIO,0,0,0,0,0
2023,ASSSA000276,SSA,001,22.0479,-102.1134,0,0,CENTRO DE SALUD RURAL SANTA MARÍA DE GALLARDO,0,0,0,0,0
2023,ASSSA000281,SSA,001,21.8288,-102.189,0,0,CENTRO DE SALUD RURAL VILLA LICENCIADO JESÚS TERÁN,0,0,0,0,0
2023,ASSSA000293,SSA,001,21.8344,-102.369,0,0,CENTRO DE SALUD RURAL LA CANTERA,0,0,0,0,0
2023,ASSSA000305,SSA,002,22.2372,-102.0884,0,0,CENTRO DE SALUD URBANO ASIENTOS,0,0,0,0,0
2023,ASSSA000310,SSA,002,22.1376,-102.2087,0,0,CENTRO DE SALUD RURAL ADOLFO LÓPEZ MATEOS,0,0,0,0,0
